,Address,Title,Country Name,Description,Tags,Profile Link
3067,SHAQ EXPRESS,"Stand No- H3-B08, Hall No- Hall 3",Ghana,"ShaQ Express is a Ghanaian tech startup,reshaping ecommerce and logistics with an advanced platform",Ecommerce - Fintech - Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE4Mw==
3068,SHAREBOX,"Stand No- H2-E59, H2-E60, Hall No- Hall 2","Korea, Republic Of","Sharebox, A One stop shop for your immersive marketing needs. Our major business item is The 'X-Rumpus Box' which is an immersive XR experience zone.","Education Tech - Gaming - Media, Marketing & Advertising Tech - Metaverse, Immersive Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk5Mw==
3069,SHAREDPRO,"Stand No- P07, Hall No- Hall 26",India,B2B Talent mobility platform for companies to avoid layoffs. 1000+ partners enable top talent to be deployed in 24 hours with a 98% joining ratio,Big Data & Analytics - Coding and Development - Ecommerce - Fintech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODI1
3070,SHAREKEY SWISS AG,"Stand No- H3-07, Hall No- Hall 3",Switzerland,"SHAREKEY is the Swiss collaboration application that secures executive business secrets, truly all-in-one, user-friendly, fully encrypted.","Blockchain - Cloud Services - Cyber security - Metaverse, Immersive Tech - Sustainability & Green Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzgyOA==
3071,SHAREMUNDO,"Stand No- H9-B43, H9-B44, Hall No- Hall 9",France,"sharemundo is an engineering and services company assisting its customers within project management, related solutions and ressources !",Big Data & Analytics - Cloud Services - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDAxNA==
3072,SHARJAH BUSINESS WOMEN COUNCIL - AE,"Stand No- H6-D20, Hall No- Hall 6",United Arab Emirates,"Inspire, Encourage and Empower Women Towards Their Full Integration In the Economy",AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - Fintech - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIwMw==
3073,SHARJAH ENTREPRENEURSHIP CENTER,"Stand No- H6-G20, Hall No- Hall 6",United Arab Emirates,"Sharjah Entrepreneurship Center, a government-supported entity launched in 2016 with a mandate to build the entrepreneurial ecosystem in Sharjah.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc4Mw==
3074,SHARJAH RESEARCH TECHNOLOGY & INNOVATION PARK,"Stand No- H30-H15, Hall No- Hall 30",United Arab Emirates,Goverment Technology Freezon Park, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Nzkw
3075,"SHENZHEN 51WORLD DIGITAL TWIN TECHNOLOGY CO.,LTD.","Stand No- H30-G70, Hall No- Hall 30",China,51WORLD is a technology company dedicated to cloning 510 million square kilometers of the earth and hopes to change the world.,Cloud Services - Energy Tech - Smart Cities - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzNQ==
3076,"SHENZHEN ALILO SMART TECHNOLOGY CO., LTD","Stand No- H29-F62, Hall No- Hall 29",China,"Alilo focuses on the development of edutainmental products for the children at age 0-6 for more than 12 years, so far we are No. 1 brand in China.","Consumer Tech, Smart Home & Smart Workplace - Education Tech - HealthTech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzNA==
3077,"SHENZHEN BAIWAN ADVERTISING CO., LTD.","Stand No- H28-D50, Hall No- Hall 28",China,"We propagate professional 3C market information on intelligent products like power bank, data cable, charger, balanced vehicle, and Bluetooth headset.","5G & Telecommunications - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0Mg==
3078,"SHENZHEN BEATUS TECHNOLOGY CO., LTD.","Stand No- H30-G67, Hall No- Hall 30",China,We are a professional manufacturer of PD charger for 10 years.,Mobile Accessories & Peripherals - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzMw==
3079,"SHENZHEN CREALITY 3D TECHNOLOGY CO.,LTD","Stand No- H28-C45, Hall No- Hall 28",China,"As a leading consumer-grade 3D printer brand with over 100 countries and regions footprints, Creality global 3D printer shipments over 5 million units",3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0Nw==
3080,"SHENZHEN EVERPLUS TECHNOLOGY CO.,LTD.","Stand No- H28-C62, Hall No- Hall 28",China,"Shenzhen Everplus Technology Co., Ltd. was established in 2012.",Energy Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0Ng==
3081,SHENZHEN GOLF&FEIHUANG TECHNOLOGY CO.LTD,"Stand No- H27-C70, Hall No- Hall 27",China,"GOLF specialize in powerbanks,Cable and charger,deal with many big customer all over the world,Pocket juice in America and Cellularline in Europe,","Gaming - Media, Marketing & Advertising Tech - Mobile Accessories & Peripherals - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0NQ==
3082,"SHENZHEN HAILAN ELECTRONIC CO., LTD","Stand No- H30-G68, Hall No- Hall 30",China,"Shenzhen Hailan Electronic Co.Ltd established in 2013, is a manufacturer engaged in producing, sale and service of All In One PC,Monitor and Mini PC.","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzMg==
3083,"SHENZHEN HAOXING TECHNOLOGY CO., LTD","Stand No- H26-D35, Hall No- Hall 26",China,"Specialized in manufacturing LED display screens and PBX telephone exchange switches,Brand IKE PBX/ ike visual","5G & Telecommunications - Consumer Tech, Smart Home & Smart Workplace - Education Tech - Media, Marketing & Advertising Tech - Smart Cities - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgzNg==
3084,"SHENZHEN HI-NET TECHNOLOGY CO., LTD","Stand No- H26-D41, Hall No- Hall 26",China,"Hi-Net Technology Company is professional in the core network switches, POE switches and POE products RD and production. We can supply best service.",Networking & Infrastructure - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg4Ng==
3085,"SHENZHEN JISU TRADING CO.,LTD","Stand No- H30-G60, Hall No- Hall 30",China,JISULIFE is the world’s No.1 Portable Fan brand(Data source: Euromonitor) 7 years of experience in the lifestyle industry and specializing in USB fans,"Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzMQ==
3086,"SHENZHEN JVB TECHNOLOGY CO.,LTD","Stand No- H30-G65, Hall No- Hall 30",China,"""GUAN"" brand was set up on 2021 as we hope to make innovations and changes in 3C accessories products. We focus sustainablity.","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQ0Mg==
3087,"SHENZHEN LEPOWER ELECTRONIC CO.,LTD","Stand No- H27-D35, Hall No- Hall 27",China,"Lepower Founded in 2012. It is specializing in R&D, production and sale of energy power station, civilian batteries, digital batteries etc products.","Consumer Tech, Smart Home & Smart Workplace - Energy Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0NA==
3088,"SHENZHEN MAONO TECHNOLOGY CO., LTD.","Stand No- H30-G69, Hall No- Hall 30",China,"Maono is a high-tech company focuses on developing, manufacturing and selling audio products including microphone,headphone,audio mixers,speakers,etc.","5G & Telecommunications - Consumer Tech, Smart Home & Smart Workplace - Education Tech - Gaming - Mobile Accessories & Peripherals - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQzMA==
3089,"SHENZHEN MINEW TECHNOLOGIES CO., LTD.","Stand No- H28-C55, Hall No- Hall 28",China,"As a listed industry leader, Minew offers customized IoT solutions. Our sub-brand MinewTag specializes in one-stop electronic shelf labels solution.",Education Tech - Internet of Things (IOT) - Retail Tech - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0MQ==
3090,"SHENZHEN MTC DIGITAL TECHNOLOGY CO., LTD.","Stand No- H29-F70, Hall No- Hall 29",China,"Shenzhen MTC Co., Ltd is dedicated to provide full range of Audio, Video, STB, OTT, PLC, products.","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQyOQ==
3091,SHENZHEN QISHUN INNOVATION TECHNOLOGY DEVELOPMENT CO. LTD,"Stand No- H29-G02, Hall No- Hall 29",China,"Professional, innovative, enterprising",Mobile Accessories & Peripherals - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTExNw==
3092,"SHENZHEN SHUOTIAN INFORMATION TECHNOLOGY CO.,LTD.","Stand No- H26-D36, Hall No- Hall 26",China,"Sailsky independently develops,produces and sells network equipment products, such as wireless AP, Industrial AP, 4G CPE, Wifi6 route and 5G CPE ect.","5G & Telecommunications - Consumer Tech, Smart Home & Smart Workplace - Internet of Things (IOT) - Networking & Infrastructure - Smart Cities - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgzNQ==
3093,"SHENZHEN WATER WORLD INFORMATION CO., LTD","Stand No- H30-E29, Hall No- Hall 30",China,"Water World Group, was founded in 2009.",5G & Telecommunications - Future Mobility & Transportation - Mobile Accessories & Peripherals - PropTech - Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQyOA==
3094,"SHENZHEN WHIZZY-PHONE TECHNOLOGY CO., LTD.","Stand No- H26-D37, Hall No- Hall 26",China,"We focused on the fields of wireless communication including rugged phones & tablets, 4G/5G modules, POC and CPE and have a strong R&D capability.","5G & Telecommunications - Artificial Intelligence - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgzNA==
3095,SHENZHEN XGRIDS-INNOVATION CO. LTD,"Stand No- H3-A45, Hall No- Hall 3",China,XGRIDS is committed to building a powerful spacetime intelligence and bridging the physical and digital worlds to create a better future for both.,3D Printing & Printing Services - 5G & Telecommunications - Big Data & Analytics - Blockchain - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE4Mg==
3096,"SHENZHEN YUYUANXIN ELECTRONIC TECHNOLOGY CO., LTD.","Stand No- H28-C60, Hall No- Hall 28",China,Doing a good job with each product.,"Blockchain - Coding and Development - Media, Marketing & Advertising Tech - Mobile Accessories & Peripherals - PropTech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk0MA==
3097,"SHENZHENWEPROTALKTECHNOLOGYCO.,LTD","Stand No- H30-E140, Hall No- Hall 30",China,first UST trip laser projector/Laser TV,"Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAxMg==
3098,SHERDIL CLOUD,"Stand No- H5-B48, Hall No- Hall 5",Pakistan,Sherdil Cloud provides services or products that are hosted on the cloud. This allows our customers to access our offerings from anywhere at any time.,Cloud Services - Coding and Development - Cyber security - Data Centres - Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE2Nw==
3099,SHINYPI,"Stand No- H9-D26, Hall No- Hall 9",United Arab Emirates,"ShinyPi: Your Trusted Partner for Innovative Software Solutions, Elevating Ideas to Achievements Through Expertise and Creativity.",Artificial Intelligence - Cloud Services - Coding and Development - Education Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMwMQ==
3100,SHOJIN PROPERTY PARTNERS,"Stand No- H7-D13, Hall No- Hall 7",United Kingdom,Shojin is a fractional real estate investment platform. We share opportunities for global investors to gain exceptional returns.,Fintech - PropTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA1OA==
3101,SHURAA MANAGEMENT & CONSULTANCY LLC,"Stand No- H9-A03, Hall No- Hall 9",United Arab Emirates,"Shuraa Management & Consultancy, Dubai's leading service provider of UAE company formation needs for 22+ years & over 100,000 clients served globally",Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMxMw==
3102,SIAV,"Stand No- H26-C10, Hall No- Hall 26",Italy,"Italian leading Software Factory providing a last–gen cloud native platform for ECM, e-invoicing, collaboration, digitization of audit procedures","Cloud Services - Coding and Development - Media, Marketing & Advertising Tech - Regulatory Technology - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA4Ng==
3103,SIBE.IO,"Stand No- H26-23, Hall No- Hall 26",Israel,"Online platform for sharing, reviewing, proofing, and collaborating on 3D models.","3D Printing & Printing Services - Metaverse, Immersive Tech - PropTech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODQz
3104,SIBEDGE,"Stand No- H26-C40, Hall No- Hall 26",United Arab Emirates,A full-cycle software engineering company for business automation and digital transformation,Coding and Development - Education Tech - Fintech - HealthTech - PropTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzE1MA==
3105,SIGHTBIT,"Stand No- H28-S86, Hall No- Hall 28",Israel,SightBit increases Safety and Security around water. Our deep tech enables detection of objects in the water as well as “reading” the water.,Artificial Intelligence - Internet of Things (IOT) - Smart Cities - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAwNg==
3106,SIGHTFLARE,"Stand No- H5-A13, H5-A14, Hall No- Hall 5",United Arab Emirates,SightFlare is a GRC software that helps information security team manage security effectively,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM0NQ==
3107,SIGMA AI FZE,"Stand No- H4-B20, Hall No- Hall 4",United Arab Emirates,"Sigma AI: We provide tailored AI consultancy and services in Computer Vision, Large Language Models(LLMs), and Machine Learning for customer success.",Artificial Intelligence - Big Data & Analytics - Coding and Development - Education Tech - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM5NQ==
3108,SIMAC TECH INC.,"Stand No- H29-F30L, Hall No- Hall 29",Canada,"Experienced in providing turn key solutions to the municipal sector, offers a Cross-departmental, Collaborative & Cloud-based e-permitting platform.",Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDg1MA==
3109,SIMANTE NETWORK,"Stand No- H30-F123, Hall No- Hall 30",China,"Simante is a professional OEM manufacturer for network cabling solution,mainly provide keystone jacks, patch panels, face plate and etc for 18 years",5G & Telecommunications - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQyNQ==
3110,SIMFORM,"Stand No- H9-D38, Hall No- Hall 9",India,"Simform is a digital product engineering company with a mission to solve complex software engineering problems across startups, SMEs and enterprises.",Artificial Intelligence - Cloud Services - Coding and Development - Fintech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzc5NA==
3111,SIMLA GROUP,"Stand No- TEST, Hall No- TEST",American Samoa,Short Company Description *, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjAxMA==
3112,SIMPPLE LTD,"Stand No- H3-B23, Hall No- Hall 3",Singapore,SIMPPLE: Leading PropTech provider enabling autonomous facility management for property owners.,Artificial Intelligence - Big Data & Analytics - Cloud Services - Internet of Things (IOT) - PropTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIxOA==
3113,SIMSY VENTURES,"Stand No- H6-F37, Hall No- Hall 6",United Arab Emirates,"Simsy.io: Startups & Innovation Platform for Builders/Enablers, Education, Startup Ecosystem, Corporates, Govt. Policy Makers, Dev. & Agencies/NGOs.",Artificial Intelligence - Big Data & Analytics - Coding and Development - Education Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA3Mg==
3114,"SINA ROBOTICS AND MEDICAL INNOVATORS CO., LTD.,","Stand No- H5-D05, Hall No- Hall 5",Iran,"SinaMed is a private company, specializes in innovative medical equipment. With a focus on medical robotics technology, they offer a wide range of products such as tale-surgery robots, rehab robots, and advanced medical simulators ...","5G & Telecommunications - Education Tech - HealthTech - Metaverse, Immersive Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTczNg==
3115,SINGULAR GLOBAL,"Stand No- H6-E10, Hall No- Hall 6",Malaysia,A Mobile Centric Decentralized Finance App,Blockchain - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYyNg==
3116,SINNONTEQ IT CONSULTING LLP,"Stand No- H2-C64, Hall No- Hall 2",India,"SINNONTEQ is into IT Products and Services, especially the innovative solutions tailored for SME segments.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM2Mg==
3117,SINTEREX,"Stand No- H6-F13, Hall No- Hall 6",United Arab Emirates,Last Mile Manufacturing - We make it where you want it,3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDIyOQ==
3118,SIRCO,"Stand No- H5-D40, Hall No- Hall 5",Iran,"Founded in 2014, our focus is on energy, smart city and smart grid, and we develop a mix of techincal hardware and software solutions",Big Data & Analytics - Energy Tech - Future Mobility & Transportation - Internet of Things (IOT) - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAzMQ==
3119,SKIA,"Stand No- H2-F21, Hall No- Hall 2",United States of America,SKIA offers augmented reality for precise preoperative planning by allowing doctors to see directly inside the patient as if they have X-ray vision.,"Artificial Intelligence - Coding and Development - Education Tech - HealthTech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA5NQ==
3120,SKRAP,"Stand No- H9-D50, Hall No- Hall 9",United Kingdom,"Skrap simplifies construction waste management with a leading procurement app & platform for waste, aggregates,& plant hire in UK & Internationally.",AgriTech & FoodTech - PropTech - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzc5Nw==
3121,SKYNET CORP TECHNOLOGY,"Stand No- P23, Hall No- Hall 26",United Arab Emirates,SKYNET CORP | Trusted Technology Partner. Level up Your Digital Transformation & Empower Your Business with Comprehensive IT solutions.,Cloud Services - Coding and Development - Data Centres - Ecommerce - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA4Mg==
3122,SLEEKFLOW TECHNOLOGIES LIMITED,"Stand No- H26-C11, Hall No- Hall 26",Hong Kong Special Administrative Region,Creating Accessible AI for Social Commerce and Customer Engagement.,Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg0NQ==
3123,SLEEPIZ AG,"Stand No- H3-01A, Hall No- Hall 3",Switzerland,Sleepiz AG (Ltd.) is a Zürich based startup with a mission to provide at home patient-centric disease management through contactless monitoring.,HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAyOQ==
3124,SLIDEWORLD,"Stand No- H9-C40, Hall No- Hall 9",Italy,"We want to make the world more open and connected, that's why we created SLIDEDOOR: the digital portal, the 1:1 human-sized stargate. Pure ubiquity!","Education Tech - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzY1Mw==
3125,SLIMCITY || تخسيس,"Stand No- H5-B07, H5-B08, Hall No- Hall 5",Jordan,Creating a nutritional facts database for Arabic food,AgriTech & FoodTech - Artificial Intelligence - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI4Ng==
3126,SMAKET SOLUTIONS PVT LTD,"Stand No- H2-B39, Hall No- Hall 2",India,"It's an IT company integrating Artificial Intelligence (AI), Internet of Things (IoT), Industry 4.0 principles, seamless checkout, smart carts etc.",Artificial Intelligence - Cloud Services - Fintech - Retail Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTQ1NA==
3127,SMART AUDIO TECHNOLOGIES,"Stand No- H5-E01, Hall No- Hall 5",United Kingdom,Smart Audio Technologies is setting new standards for voice communications in mission-critical environments. Come visit us at H5-E01 to find out more.,"5G & Telecommunications - Artificial Intelligence - Consumer Tech, Smart Home & Smart Workplace - Gaming - Space Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc2OA==
3128,SMART CHAIN ONLINE LLC,"Stand No- H26-13, Hall No- Hall 26",United Arab Emirates,Smartchain: GCC's top tech firm driving blockchain growth with cutting-edge solutions for startups & businesses.,Blockchain - Coding and Development - Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODI0
3129,SMART CHAIN TECHNOLOGY,"Stand No- H8-E08, Hall No- Hall 8",United Arab Emirates,Smartchain: Leading GCC tech firm driving blockchain innovation. Introducing Aqarchain & Sokos Cafe.,Blockchain - Coding and Development - Fintech - Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjcxMQ==
3130,SMART GATE AND GARAGE DOOR OPENER WITH BLUETOOTH AND WI-FI - REMOOTIO,"Stand No- H27-S28, Hall No- Hall 27",Hungary,"Smart gate and garage door opener with Bluetooth & Wi-Fi connectivity. Works with Apple Home, Google Home, Amazon Alexa and Samsung SmartThings.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ4Mg==
3131,SMART GREENHOUSE,"Stand No- TBC, Hall No- TBC",United Arab Emirates,"""Smart system sustains crops year-round by providing energy, water, and heat, countering climate change.""",Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTM2Ng==
3132,SMART PERFORMANCE MANAGEMENT FZE-LLC,"Stand No- H5-C09, H5-C10, Hall No- Hall 5",United Arab Emirates,SPM Consultants L.L.C. specializes in providing management software products & services.,Artificial Intelligence - Big Data & Analytics - Coding and Development - Cyber security - Data Centres - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI2Ng==
3133,"SMART RADAR SYSTEM, INC.","Stand No- H2-F40, Hall No- Hall 2","Korea, Republic Of",Smart Radar System provides global #1 4D Imaging Radar for automotive and smart city applications.,Artificial Intelligence - Future Mobility & Transportation - HealthTech - Smart Cities - Unmanned Aerial Vehicles (Drones) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk4Mg==
3134,SMART RUNNERS TECHNOLOGIES FZ-LLC,"Stand No- H5-A52, Hall No- Hall 5",United Arab Emirates,"Connecting football players to clubs, academies, universities, and the global community via technology, data, and AI. Future LinkedIn for Footballers.",Artificial Intelligence - Big Data & Analytics - Blockchain - Coding and Development - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUzMQ==
3135,SMARTHCM,"Stand No- H5-B46, Hall No- Hall 5",Pakistan,The most powerful Cloud-Ready HR Digitalization and Automation Solution yet!,Coding and Development - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc2Nw==
3136,SMARTMATRIX GLOBAL TECHNOLOGIES PVT LTD,"Stand No- H2-C68, Hall No- Hall 2",India,"Established in May 2020, focused on building innovative products from the day of our establishment.",Cloud Services - Coding and Development - Ecommerce - Education Tech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM2MQ==
3137,SMARTPARCEL LIMITED,"Stand No- H5-C51, Hall No- Hall 5",Nigeria,"Digital SmartLockers for eCommerce, social commerce and courier companies resolve high cost and security in their last mile delivery process.",Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTMwNw==
3138,SMARTZER,"Stand No- H3-A15, Hall No- Hall 3",United Kingdom,Smartzer is a SaaS platform used to transform videos and live streams into a shoppable and interactive format & to measure video performance.,"Ecommerce - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAzMA==
3139,SMARTZI,"Stand No- H5-B15, Hall No- Hall 5",United Arab Emirates,Smartzi provides an integrated experience for managing all your IoT devices.,"Big Data & Analytics - Consumer Tech, Smart Home & Smart Workplace - Internet of Things (IOT) - PropTech - Smart Cities - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM5NA==
3140,SMJ SMART PRODUCTS PRIVATE LIMITED,"Stand No- H2-B75, Hall No- Hall 2",India,"Mr. S. Mohamed Jaleel, having spent several years in rural India and a passionate agriculturist started SMJ SMART PRODUCTS PRIVATE LIMITED",3D Printing & Printing Services - Artificial Intelligence - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTg0NA==
3141,SMS PROTECT,"Stand No- H5-B12, Hall No- Hall 5",Nigeria,"SMS Protect by Munity: AI cybersecurity for individuals and enterprises, prioritizing data protection in the digital age.",Artificial Intelligence - Big Data & Analytics - Cloud Services - Cyber security - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA4NQ==
3142,SNAPALL - MONITOR YOUR CONSTRUCTION SITE IN YOUR POCKET WITH AI,"Stand No- H9-C40, Hall No- Hall 9",Italy,"Monitor the progress of your construction site with SnapAll, our software that integrates effortlessly with your existing surveillance cameras.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzY0Nw==
3143,SNCF RESEAU,"Stand No- H9-B31, H9-B32, Hall No- Hall 9",France,"Immersive Studio is a structure of SNCF Reseau, revolutionising professional training through tailored collaborative experiences.","Blockchain - Fintech - Metaverse, Immersive Tech - Smart Cities - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzY3Ng==
3144,SNPIT,"Stand No- H9-C80, Hall No- Hall 9",Japan,SNPIT - the world's first Web3 Snap-to-Earn gaming app.,"Blockchain - Fintech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgwNw==
3145,SOCIALLOCKET LLC-FZ,"Stand No- H8-B34, Hall No- Hall 8",United Arab Emirates,Sociallocket is a centralised platform designed to streamline the acquisition of Real Estate Assets.,Artificial Intelligence - Big Data & Analytics - Blockchain - Cloud Services - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjcwMg==
3146,SOCIUM,"Stand No- H3-A01, Hall No- Hall 3",France,"Socium is a leading HR tech firm in Africa, specializing in the development of innovative HR software solutions. #AfricanTech #HRInnovation", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE4MQ==
3147,SOFT SPACE SDN BHD,"Stand No- H2-D31, Hall No- Hall 2",Malaysia,Fintech company that empowers financial institutions and neobanks with a full-stack payment platform and specialises in mobile contactless payments.,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAyNw==
3148,SOFTTECH DIGITAL SOFTWARE L.L.C,"Stand No- H28-S95, Hall No- Hall 28",United Arab Emirates,25+ years of enabling business & technology transformation across the AEC industry through innovative software & solutions,Cloud Services - PropTech - Smart Cities - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAxMQ==
